UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
15RA00001,2012057424,H7424,H7424,05,12,1,,30,39,,,3,2,4.0,M,82,73,116,0.552,147,134,49,0.167,2.8,,,9.0,,,25.1,4.7,18.7,58,1,1,3,,,H6529,00,H4302,05,,,153,188,0.225,3.0,Wolf,6,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,5,15,10.0,2015,13,0808,,,0.0
15RA00002,2012057479,H7479,H7479,05,12,1,,30,44,,,2,1,3.0,M,85,99,114,0.753,235,152,49,0.144,2.0,,,11.2,,,22.5,3.8,16.8,62,1,1,2,,,H5750,05,H4891,05,,,268,188,0.477,3.0,Nice Polypay,1,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,5,12,11.0,2015,,,,,0.032
15RA00003,2012057508,H7508,H7508,05,12,1,,30,43,,,3,3,5.0,M,86,62,113,0.456,186,96,49,0.092,2.8,,,10.8,,,21.0,4.3,20.3,64,1,1,3+,,,H6533,00,H3458,05,,,234,188,0.486,3.0,3T,3,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,6,14,13.0,2015,,,,,0.0
15RA00004,2012057543,H7543,H7543,05,12,1,,30,44,,,3,2,7.0,M,87,82,112,0.639,226,129,49,0.127,2.4,,,11.6,,,20.6,4.3,10.7,64,2,1,3,,,H5750,05,H1579,05,,,266,188,0.52,3.0,SCOURS,3,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,7,19,13.0,2015,,,,,0.029
15RA00005,2012057809,H7809,H7809,05,12,1,,30,39,,,2,2,7.0,M,95,75,104,0.612,215,126,49,0.135,2.4,,,10.2,,,21.4,4.1,19.0,64,1,1,3,,,H6529,00,H2152,05,,,,,,3.0,,3,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,7,15,13.0,2015,93,0512,13603,,0.0
15RA00006,2013058002,H8002,H8002,05,13,1,,30,56,,,2,2,2.0,M,82,88,115,0.654,220,162,49,0.201,2.7,,,9.8,,,24.1,4.8,19.8,60,1,1,3,,,H6952,05,H7011,05,,,255,188,0.469,2.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,1,2,2.0,2015,,,,,0.033
15RA00007,2013058052,H8052,H8052,05,13,1,,30,57,,,1,1,4.0,M,84,115,113,0.904,216,168,49,0.143,2.6,,,11.8,,,22.0,4.7,21.2,64,2,1,2-,,,H6969,05,H5551,05,,,248,188,0.374,2.0,Nice; saved,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,8,8.0,2015,,,,,0.035
15RA00008,2013058061,H8061,H8061,05,13,1,,30,55,,,2,2,3.0,M,84,80,113,0.614,191,153,49,0.197,2.4,,,8.6,,,21.4,4.6,21.7,64,1,1,2-,,,H6777,05,H6233,05,,,211,188,0.368,2.0,.,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,5.0,2015,,,,,0.033
15RA00009,2013058066,H8066,H8066,05,13,1,,30,59,,,2,2,3.0,M,84,75,113,0.573,168,134,49,0.159,2.6,,,9.8,,,29.5,5.1,17.5,50,1,1,3,,,H7410,00,H5706,05,,,210,188,0.379,2.0,Saved; nice,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,9,7.0,2015,,,,,0.0
15RA00010,2013058093,H8093,H8093,05,13,1,,30,55,,,1,1,3.0,M,86,117,111,0.91,216,183,49,0.177,2.7,,,10.6,,,26.0,5.4,20.6,58,1,1,3,,,H6777,05,H6432,05,,,255,188,0.388,2.0,HAIRY,3,,,,,,AA,QR,,,,,GRN,,,,,,,,,,,,,,,,4,7,5.0,2015,,,,,0.031
15RA00221,2014003216,Z3216,Z3216,00,14,1,,SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,4216/14081,0.0
15RA00222,2014003217,Z3217,Z3217,00,14,1,,SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,14165,0.0
