UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
24RA00001,2021061164,A1164,A1164,06,21,1,,30,27,,,2,2,6.0,M,73,76,120,0.568,200,162,47,0.237,2.2,,,10.0,,,28.8,5.4,18.8,54,1,,3-,,,A0459,06,H9232,05,,,257,184,0.508,3.0,HAIRY,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,14,12.0,2024,,,17157,,0.038
24RA00002,2021061191,A1191,A1191,06,21,1,,30,29,,,3,1,5.0,M,75,99,119,0.737,230,189,47,0.247,3.3,,,14.0,,,27.2,5.3,19.3,56,1,,3-,,,A0678,06,H9553,05,,,276,184,0.499,3.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,6.5,2024,,,17198,,0.039
24RA00003,2021061231,A1231,A1231,06,21,1,,30,26,,,3,3,4.0,M,77,77,116,0.584,210,180,47,0.281,2.4,,,10.0,,,28.7,5.6,19.5,54,1,,3,,,A0397,06,H9598,05,,,249,184,0.483,3.0,.,3,,,,,,AA,RR,,,,,,,,Trip,,,,,,,,,,,,,4,8,8.0,2024,,,17177,,0.039
24RA00004,2021061235,A1235,A1235,06,21,1,,30,24,,,3,2,5.0,M,77,92,116,0.687,227,184,47,0.251,2.9,,,10.0,,,26.6,6.4,24.0,56,1,,3+,,,A0013,06,H9299,05,,,0,0,0.0,3.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,11,9.5,2024,,,17197,,0.04
24RA00005,2021061380,A1380,A1380,06,21,1,,30,27,,,2,2,3.0,M,82,84,111,0.638,223,180,47,0.258,2.8,,,10.0,,,26.7,5.8,21.6,56,1,,2-,,,A0459,06,A0296,06,,,293,184,0.587,3.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,6,5.0,2024,,,17205,,0.036
24RA00006,2021061386,A1386,A1386,06,21,1,,30,24,,,2,1,6.0,M,82,100,111,0.785,199,175,47,0.202,2.9,,,9.0,,,25.5,4.7,18.4,58,1,,2-,,,A0013,06,H8927,05,,,261,184,0.452,3.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,15,11.0,2024,,,17154,,0.029
24RA00007,2022061481,A1481,A1481,06,22,1,,30,35,,,2,2,3.0,M,70,107,122,0.77,241,199,47,0.256,2.5,,,13.0,,,24.9,4.4,17.7,60,1,,3,,,A0459,06,A0498,06,,,271,184,0.459,2.0,.,1,,,,,,AA,RR,,,,,29,,,,,,,,,,,,,,,,4,9,7.0,2024,,,0,,0.049
24RA00008,2022061538,A1538,A1538,06,22,1,,30,39,,T,3,2,3.0,M,74,95,118,0.714,206,177,47,0.225,3.0,,,8.0,,,27.0,4.6,16.9,56,1,,3+,,,A0851,06,A0356,06,,,241,184,0.409,2.0,HAIRY,1,,,,,,AA,RR,,,,,30,,,Trip,,,,,,,,,,,,,4,10,6.5,2024,,,0,,0.051
24RA00009,2022061557,A1557,A1557,06,22,1,,30,35,,,2,2,6.0,,75,103,117,0.769,0,187,47,0.23,4.5,,,14.0,,,25.6,5.5,21.3,58,1,,3+,,,A0459,06,H9537,05,,,0,0,0.0,2.0,Polio+Pneu,6,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,9,7.0,2024,66,0326,0,,0.039
24RA00010,2022061561,A1561,A1561,06,22,1,,30,39,,,3,1,3.0,M,75,85,117,0.643,205,158,47,0.2,2.0,,,10.0,,,24.1,4.0,16.6,60,1,,3,,,A0851,06,A0648,06,,,261,184,0.493,2.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,9,5.0,2024,92,0822,17262,,0.054
