UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
20RA00001,2018060013,A0013,A0013,06,18,,,30,38,,,2,2,4.0,M,72,103,126,0.713,232,201,50,0.276,3.3,,,11.0,,,26.9,5.7,21.3,56,1,,3,,,H9294,05,H8620,05,,,268,189,0.463,2.0,Nice.Sl.Under,1,,,,,,AA,QR,,,,,24,,,,,,,,,,,,,,,,5,10,8.5,2020,,,0,,0.023
20RA00002,2018060051,A0051,A0051,06,18,,,30,39,,,2,2,3.0,M,74,95,124,0.66,223,199,50,0.291,2.4,,,9.0,,,24.8,4.5,18.0,60,2,,2-,,,H9361,05,H8939,05,,,,,,2.0,Head injury,6,,,,,,AA,QR,,,,,,,,Sale,,,,,,,,,,,,,3,6,5.0,2020,66,0618,0,,0.036
20RA00003,2018060209,A0209,A0209,06,18,,,30,41,,,2,2,4.0,M,83,74,114,0.536,213,171,50,0.264,2.8,,,9.0,,,25.5,4.8,18.9,58,1,,3+,,,H9486,05,H8668,05,,,230,189,0.437,2.0,Sl.Under,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,12,8.5,2020,93,0911,2400,,0.037
20RA00004,2018060252,A0252,A0252,06,18,,,30,40,,,2,2,4.0,M,85,86,112,0.661,208,150,50,0.173,3.6,,,10.0,,,25.8,5.0,19.5,58,2,,3+,,,H9420,05,H8545,05,,,228,189,0.398,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,5,10,8.0,2020,93,0911,2397,,0.031
20RA00005,2018060273,A0273,A0273,06,18,,,30,37,,,2,2,2.0,M,86,81,112,0.61,220,180,50,0.268,2.9,,,11.0,,,24.4,4.7,19.1,60,1,,3+,,,H8837,05,H9512,05,,,231,189,0.421,2.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,4.5,2020,92,0826,2399,,0.039
20RA00006,2018060321,A0321,A0321,06,18,,,30,39,,,3,2,3.0,M,87,78,111,0.614,212,172,50,0.254,3.1,,,7.0,,,27.5,6.1,22.4,56,2,,3,,,H9361,05,H8955,05,,,240,189,0.455,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,4,7,6.0,2020,93,0911,2398,,0.037
20RA00007,2019060348,A0348,A0348,06,19,,,30,38,,,2,2,2.0,Y,68,76,128,0.508,166,166,50,0.251,3.3,,,7.0,,,25.1,4.4,17.4,58,1,,3,,,H9917,05,H9692,05,,,,,,1.0,B. Ovis,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2020,93,0629,2285,,0.042
20RA00008,2019060379,A0379,A0379,06,19,,,30,34,,,2,2,4.0,Y,71,107,125,0.764,202,202,50,0.262,2.9,,,7.0,,,25.0,4.6,18.4,58,2,,3-,,,H9784,05,H9229,05,,,232,189,0.349,1.0,Scurs,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,10,4.5,2020,,,0,,0.033
20RA00009,2019060390,A0390,A0390,06,19,,,30,34,,,3,2,3.0,Y,71,105,125,0.74,186,186,50,0.224,3.0,,,7.0,,,25.5,5.1,19.9,58,1,,2-,,,H9784,05,H9512,05,,,196,189,0.254,1.0,NICE LAMB,1,,,,,,AA,RR,,,,,25,,,,,,,,,,,,,,,,3,6,4.5,2020,,,0,,0.047
20RA00010,2019060397,A0397,A0397,06,19,,,30,32,,,2,2,4.0,Y,72,84,124,0.583,158,158,50,0.204,2.8,,,6.0,,,23.1,4.5,19.4,62,1,,2-,,,H9641,05,H8958,05,,,178,189,0.263,1.0,.,1,,,,,,AA,RR,,,,,26,,,,,,,,,,,,,,,,3,4,3.0,2020,,,0,,0.034
