UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
23RA00001,2020060803,A0803,A0803,06,20,1,,30,27,,.,3,2,5.0,M,75,78,120,0.58,229,183,41,0.288,3.8,,,11.0,,,26.6,5.4,20.3,56,1,,2+,,,H9784,05,H9055,05,,,244,187,0.465,3.0,RNut~Larger,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,7,21,13.0,2023,93,1002,16565,,0.033
23RA00002,2020060851,A0851,A0851,06,20,1,,30,27,,,3,2,5.0,M,77,87,118,0.634,221,191,41,0.283,3.3,,,10.0,,,26.1,5.3,20.2,58,1,,3,,,H9784,05,H9229,05,,,244,187,0.44,3.0,.,3,,,,,,AA,RR,,,,,18,,,,,,,,,,,,,,,,5,13,7.0,2023,93,1002,16668,,0.033
23RA00003,2020060901,A0901,A0901,06,20,1,,BL,26,,,3,2,5.0,M,79,74,116,0.541,178,141,42,0.182,,,,11.0,,,,,,,1,,3+,,,H9684,05,H8958,05,,,201,187,0.356,3.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,13,9.5,2023,93,1002,16616,,0.023
23RA00004,2020061026,A1026,A1026,06,20,1,,30,25,,,2,2,2.0,M,85,89,110,0.722,213,190,41,0.269,2.4,,,13.0,,,26.8,5.5,20.5,56,1,,3+,,,H9421,05,A0164,06,,,250,187,0.451,3.0,.,3,,,,,,AA,QR,,,,,19,,,,,,,,,,,,,,,,4,7,6.0,2023,93,1002,16658,,0.034
23RA00005,2021061164,A1164,A1164,06,21,1,,30,27,,,2,2,6.0,M,73,76,120,0.568,193,162,41,0.237,2.2,,,9.0,,,28.8,5.4,18.8,54,1,,3-,,,A0459,06,H9232,05,,,227,187,0.421,2.0,HAIRY,1,,,,,,AA,QR,,,,,37,,,,,,,,,,,,,,,,7,14,12.0,2023,,,,,0.038
23RA00006,2021061191,A1191,A1191,06,21,1,,30,29,,,3,1,5.0,M,75,99,119,0.737,230,189,41,0.247,3.3,,,10.0,,,27.2,5.3,19.3,56,1,,3-,,,A0678,06,H9553,05,,,245,187,0.408,2.0,.,1,,,,,,AA,RR,,,,,38,,,,,,,,,,,,,,,,5,11,6.5,2023,,,,,0.039
23RA00007,2021061201,A1201,A1201,06,21,1,,30,25,,,2,2,3.0,M,75,86,118,0.611,199,173,41,0.238,2.8,,,11.0,,,27.2,5.9,21.7,56,1,,3-,,,A0390,06,A0189,06,,,242,187,0.435,2.0,X semen fail,3,,,,,,AA,RR,,,,,21,,,,,,,,,,,,,,,,2,4,3.0,2023,93,1002,16670,,0.04
23RA00008,2021061209,A1209,A1209,06,21,1,,30,30,,,3,2,5.0,M,76,86,117,0.636,183,179,41,0.254,3.7,,,10.0,,,28.8,6.7,23.3,54,1,,3+,,,A0699,06,H9306,05,,,0,0,0.0,2.0,Nice,6,,,,,,AA,RR,,,,,22,,,,,,,,,,,,,,,,5,11,9.0,2023,01,0501,,,0.032
23RA00009,2021061231,A1231,A1231,06,21,1,,30,26,,,3,3,4.0,M,77,77,116,0.584,222,180,41,0.281,2.4,,,8.0,,,28.7,5.6,19.5,54,1,,3,,,A0397,06,H9598,05,,,224,187,0.409,2.0,.,1,,,,,,AA,RR,,,,,39,,,Trip,,,,,,,,,,,,,4,8,8.0,2023,,,,,0.039
23RA00010,2021061235,A1235,A1235,06,21,1,,30,24,,,3,2,5.0,M,77,92,116,0.687,211,184,41,0.251,2.9,,,11.0,,,26.6,6.4,24.0,56,1,,3+,,,A0013,06,H9299,05,,,260,187,0.468,2.0,.,1,,,,,,AA,QR,,,,,40,,,,,,,,,,,,,,,,5,11,9.5,2023,,,,,0.04
23RA00339,2022839904,Z9904,Z9904,83,22,1,,S3,14,,,2,1,2.0,Y,75,94,118,0.722,151,151,42,0.157,,,,6.0,,,,,,,1,,2+,,,Z7780,83,Z7599,83,,,184,187,0.251,1.0,.,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2023,,,,,0.0
23RA00340,2022839910,Z9910,Z9910,83,22,1,A,97,8,,,2,1,3.0,Y,75,124,118,0.929,179,179,42,0.151,,,,5.0,,,,,,,2,,1,,,Z6572,83,Z7054,83,,,218,187,0.262,1.0,Loose~Polled,1,,,,,,AA,RR,,,,,e8,,,,,,,,,,,,,,,,3,5,4.0,2023,,,,,0.017
