UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
09RA00001,0,00518,00518,00,05,1,00,Tx,,,.,2,,0.0,M,0,0,0,0.0,161,,,,4.5,,,,,,50.1,7.9,15.7,36,2,,1,,,,,,,,,,,0.0,4.0,No ear tag,3,,,,,,,QR,,,,,.,,,Term,,,,,,,,,,,,,0,0,0.0,2009,93,0504,8613,IL16,0.0
09RA00002,0,00595,00595,00,05,1,00,06,,,.,?,,0.0,M,0,0,0,0.0,0,,50,,3.2,,,9.6,,,28.1,4.9,17.4,54,1,,3+,,,,,,,,,0,,0.0,4.0,"MT0227, pbc",6,,,,,,AA,RR,,,,,.,,,Term,,,,,,,,,,,,,0,0,0.0,2009,01,0320,0,MT02,0.0
09RA00003,0,05988,05988,00,05,1,00,06,,,.,?,,0.0,M,0,0,0,0.0,0,,50,,3.9,,,9.4,,,28.0,5.0,17.7,54,1,,3+,,,,,,,,,,,0.0,4.0,NICE,3,,,,,,,QR,,,,,.,,,Term,,,,,,,,,,,,,0,0,0.0,2009,93,0819,8718,MT02,0.0
09RA00004,2006052304,H2304,H2304,05,06,1,88,30,04,,.,2,2,7.0,M,90,94,125,0.651,197,169,50,0.25,3.1,,,8.4,,,25.0,5.2,20.7,58,2,1,3+,,,H1112,05,A6295,04,,,234,196,0.405,3.0,,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,7,13,9.0,2009,93,0819,8702,,0.033
09RA00005,2006052770,H2770,H2770,05,06,1,88,30,01,,.,2,2,4.0,M,99,93,116,0.7,239,198,50,0.35,2.4,,,7.2,,,22.7,4.0,17.5,62,2,3,2,,,H1311,05,H0951,05,,,278,196,0.535,3.0,,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,4,10,7.0,2009,93,0819,8737,,0.066
09RA00006,2006052789,H2789,H2789,05,06,1,88,30,04,,.,4,2,7.0,M,99,78,116,0.576,191,163,50,0.283,2.8,,,8.8,,,22.4,4.0,17.9,62,1,1,2,,,H1112,05,A6379,04,,,242,196,0.474,3.0,,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,7,18,11.0,2009,93,0819,8694,,0.034
09RA00007,2007053018,H3018,H3018,05,07,1,88,30,02,,.,2,2,3.0,M,85,84,135,0.538,174,155,50,0.189,2.7,,,8.6,,,22.6,4.4,19.5,62,1,1,3+,,,H0773,05,H1473,05,,,222,196,0.405,2.0,,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,3,6,5.0,2009,93,0819,8678,,0.053
09RA00008,2007053039,H3039,H3039,05,07,1,88,30,02,,.,2,2,4.0,M,86,83,134,0.542,169,158,50,0.199,3.3,,,9.8,,,23.1,4.3,18.4,62,1,1,3+,,,H0773,05,H1006,05,,,,,,2.0,No ear tag,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,4,7,7.0,2009,93,0604,8616,,0.048
09RA00009,2007053112,H3112,H3112,05,07,1,88,30,09,,.,2,2,4.0,M,88,88,132,0.578,194,170,50,0.217,2.5,,,10.8,,,20.7,5.0,24.0,64,1,1,2+,,,H1914,05,H1241,05,,,253,196,0.484,2.0,.,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,4,8,8.0,2009,93,0819,8762,,0.054
09RA00010,2007053126,H3126,H3126,05,07,1,88,30,04,,.,3,2,4.0,M,89,84,124,0.61,175,153,50,0.179,2.8,,,8.4,,,22.2,3.9,17.6,62,2,1,2+,,,H1823,05,H0951,05,,,,,,2.0,No ear tag,3,,,,,,,,,,,,.,,,Poly,,,,,,,,,,,,,4,10,7.0,2009,93,0504,8612,,0.068
09RA00433,0,20153,20153,00,08,1,,RW,,,,2,,1.0,Y,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,1,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2009,,,,,0.0
09RA00434,0,20247,20247,00,08,1,,RW,,,,2,,3.0,Y,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,1,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2009,,,,,0.0
09RA00435,0,20325,20325,00,08,1,,RW,,,,1,,1.0,Y,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,1,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2009,,,,,0.0
09RA00436,0,20335,20335,00,08,1,,RW,,,,2,,1.0,Y,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,1,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2009,,,,,0.0
