UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
16RA00001,2012057479,H7479,H7479,05,12,1,,30,44,,,2,1,3.0,M,85,99,114,0.753,224,152,44,0.144,2.0,,,12.1,,,22.5,3.8,16.8,62,1,1,2,,,H5750,05,H4891,05,,,262,194,0.453,4.0,Nice Polypay,3,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,6,15,14.0,2016,,,0,,0.032
16RA00002,2013058061,H8061,H8061,05,13,1,,30,55,,,2,2,3.0,M,84,80,113,0.614,199,153,44,0.197,2.4,,,9.9,,,21.4,4.6,21.7,64,1,1,2-,,,H6777,05,H6233,05,,,235,194,0.428,3.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,5.0,2016,,,0,,0.033
16RA00003,2013058066,H8066,H8066,05,13,1,,30,59,,,2,2,3.0,M,84,75,113,0.573,175,134,44,0.159,2.6,,,12.1,,,29.5,5.1,17.5,50,1,1,3,,,H7410,00,H5706,05,,,219,194,0.398,3.0,Saved; nice,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,9.0,2016,,,0,,0.0
16RA00004,2013058210,H8210,H8210,05,13,1,,30,59,,,3,3,4.0,M,90,71,107,0.574,191,133,44,0.165,2.4,,,11.8,,,26.9,4.3,15.9,56,1,1,2-,,,H7410,00,H4891,05,,,231,194,0.442,3.0,SCOURS,1,,,,,,AA,QR,,,,,e3,,,,,,,,,,,,,,,,6,15,14.0,2016,,,0,,0.0
16RA00005,2013058327,H8327,H8327,05,13,1,,30,57,,,2,2,4.0,M,95,76,101,0.631,217,146,44,0.183,2.5,,,12.1,,,24.6,5.8,23.5,60,2,1,2-,,,H6969,05,H4591,05,,,266,194,0.523,3.0,NICE LAMB,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,10,9.5,2016,,,0,,0.037
16RA00006,2013058376,H8376,H8376,05,13,1,,30,58,,,3,3,6.0,M,96,69,100,0.581,220,159,44,0.235,2.4,,,7.7,,,23.4,3.7,15.7,62,2,1,3-,,,H7260,05,H3490,05,,,243,194,0.479,3.0,Pink eyes,3,,,,,,AA,RR,,,,,GRN,,,,,,,,,,,,,,,,6,16,12.0,2016,,,0,,0.021
16RA00007,2014058485,H8485,H8485,05,14,1,,30,16,,,3,2,5.0,M,78,85,118,0.628,147,136,44,0.143,3.0,,,8.8,,,0.0,0.0,0.0,0,1,1,2,,,H7410,00,H5038,05,,,207,194,0.336,2.0,.,1,,,,,,AA,QR,,,,,GRN,,,,,,,,,,,,,,,,5,12,11.0,2016,,,0,,0.0
16RA00008,2014058497,H8497,H8497,05,14,1,,30,15,,.,2,1,4.0,M,79,123,116,0.943,235,218,44,0.265,3.6,,,12.1,,,0.0,0.0,0.0,0,2,1,2,,,H7508,05,H5979,05,,,285,194,0.445,2.0,Nice,2,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,5,9,8.5,2016,,,0,,0.027
16RA00009,2014058507,H8507,H8507,05,14,1,,30,10,,,2,2,2.0,M,79,80,116,0.607,171,141,44,0.17,3.3,,,12.1,,,0.0,0.0,0.0,0,1,1,2+,,,H5934,05,H7500,05,,,224,194,0.396,2.0,Conjunctiviti,1,,,,,,AA,RR,,,,,e4,,,,,,,,,,,,,,,,3,5,5.0,2016,,,0,,0.029
16RA00010,2014058543,H8543,H8543,05,14,1,,30,13,,,3,2,5.0,M,82,79,113,0.62,168,151,44,0.199,3.1,,,12.1,,,0.0,0.0,0.0,0,1,1,3,,,H7809,05,H5213,05,,,218,194,0.382,2.0,Cloudy L. Eye,2,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,6,14,12.0,2016,,,0,,0.023
